rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
704	2	1	2	0.19096653508969558	-218.72071739161836	0.8653266331658294	82.17284807663997	C19H20N8O5	[M - H]-	TVZGACDUOSZQKY	InChI=1S/C19H20N8O5/c20-15-14-16(27-19(21)26-15)23-8-11(24-14)7-22-10-3-1-9(2-4-10)17(30)25-12(18(31)32)5-6-13(28)29/h1-4,8,12,22H,5-7H2,(H,25,30)(H,28,29)(H,31,32)(H4,20,21,23,26,27)	Pteramina	C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N	-0.408467531	2154;169371;3032277;38988907;90792627	HMDB:(1833);SuperNatural:(SN00002719 SN00024343);ZINC bio:(ZINC02036915 ZINC18847072);additional;HSDB:(54-62-6);MeSH:(2154 169371);PubMed;NORMAN:(NS00015627);COCONUT:(CNP0077042 CNP0276442);PubChem:(2154 169371 3032277 38988907 90792627);CHEBI:(22526);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;Training Set;PubChem class - drug;KEGG Mine	25891201646	439.151823864167	562.619486085412	1110_neg_ms2_spectra_FT06005
705	1	1	1	0.19066995684903681	-181.72628416277786	0.9999999999999999	28.36233470044807	C12H10N2O2S	[M - H]-	QREMWHOIUTWWSC	InChI=1S/C12H10N2O2S/c13-9-5-1-3-7-11(9)17-12-8-4-2-6-10(12)14(15)16/h1-8H,13H2	Maybridge1_003546	C1=CC=C(C(=C1)N)SC2=CC=CC=C2[N+](=O)[O-]	3.0999999	699904	PubChem class - safety and toxic;PubChem:(699904);PubMed	67108930	245.036771935156	84.7632689638283	348_neg_ms2_spectra_FT01693
706	1	1	1	0.19065075242057433	-90.21129428130729	0.9989949748743718	17.346495567103965	C30H26O14	[M + Cl]-	GZORMMCZSCNNCI	InChI=1S/C30H26O14/c31-15-5-3-14(4-6-15)28-29(25(38)23-19(35)10-16(32)11-20(23)42-28)44-30-27(40)26(39)24(37)21(43-30)12-41-22(36)8-2-13-1-7-17(33)18(34)9-13/h1-11,21,24,26-27,30-35,37,39-40H,12H2	Kaempferol 3-(6''''-caffeoylglucoside)	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)COC(=O)C=CC5=CC(=C(C=C5)O)O)O)O)O)O	2.0999999	10984927;15516397;44259011;73197158;89210959;89215294;117617505;123306077;131750986	COCONUT:(CNP0102138 CNP0211002);HMDB:(30239);KNApSAcK:(13773);Natural Products:(UNPD60120 UNPD67212 UNPD230656 UNPD118453 UNPD139476);PubChem:(10984927 15516397 44259011 73197158 89210959 89215294 117617505 123306077 131750986);SuperNatural:(SN00161366 SN00363188 SN00315058);PubChem class - bio and metabolites;PubMed;KEGG Mine	8609890394	645.102946222856	376.24053967269	1786_neg_ms2_spectra_FT11576
707	1	1	2	0.19037308618490034	-100.3373051690897	0.936180904522613	42.14147813895	C36H30O16	[M - H]-	GVYKHJFLKODGRN	InChI=1S/C36H30O16/c37-15-6-4-13(5-7-15)32-27(26-20(41)11-19(40)24-21(42)12-22(50-33(24)26)14-2-1-3-16(38)8-14)28(43)25-18(39)9-17(10-23(25)51-32)49-36-31(46)29(44)30(45)34(52-36)35(47)48/h1-11,22,27,29-32,34,36-41,44-46H,12H2,(H,47,48)	null	C1C(OC2=C(C(=CC(=C2C1=O)O)O)C3C(OC4=CC(=CC(=C4C3=O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C6=CC=C(C=C6)O)C7=CC(=CC=C7)O	3.0	131835505	HMDB:(129224);PubChem:(131835505);PubChem class - bio and metabolites	16777226	717.141540054916	541.6872707843	1932_neg_ms2_spectra_FT13237
708	2	1	3	0.1896293572507912	-110.0872973186365	0.022613065326633167	59.71419401977818	C15H20O6	[M + Cl]-	BGWWYZXBGAKMRB	InChI=1S/C15H20O6/c1-2-3-9-4-6-10(7-5-9)20-15-14(19)13(18)12(17)11(8-16)21-15/h2,4-7,11-19H,1,3,8H2	Chavicol beta-d-glucoside	C=CCC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O	0.707821131	44338426;44390556;46841916;46905155;69284751;69322896	COCONUT:(CNP0270146);HMDB:(41617);KNApSAcK:(45259);Natural Products:(UNPD34895 UNPD143047);PubChem class - food;PubChem:(44338426 44390556 46841916 46905155 69284751 69322896);SuperNatural:(SN00159725 SN00251378 SN00161743);PubChem class - bio and metabolites;PubMed;KEGG Mine	8744108122	331.095201422301	594.233273229478	702_neg_ms2_spectra_FT03347
709	1	1	1	0.18959100989660196	-178.69464384525773	0.9999999999999999	54.97320240945721	C37H58O13	[M + Cl]-	OLUQYQBHBJWMOS	InChI=1S/C37H58O13/c1-32(2)11-12-36(30(44)45)19(13-32)18-7-8-22-33(3)14-20(48-6)28(50-29-27(43)26(42)25(41)21(16-38)49-29)37(17-39,31(46)47)23(33)9-10-34(22,4)35(18,5)15-24(36)40/h7,19-29,38-43H,8-17H2,1-6H3,(H,44,45)(H,46,47)	null	CC1(CCC2(C(C1)C3=CCC4C(C3(CC2O)C)(CCC5C4(CC(C(C5(CO)C(=O)O)OC6C(C(C(C(O6)CO)O)O)O)OC)C)C)C(=O)O)C	2.29999995	102082001	COCONUT:(CNP0263467);Natural Products:(UNPD114230);PubChem:(102082001);SuperNatural:(SN00242596)	3178498	745.360283053691	627.239442736636	1969_neg_ms2_spectra_FT13725
710	1	1	1	0.18920546069292696	-193.8758057194619	0.9999999999999999	40.630420936035456	C26H30O14	[M + Cl]-	BDRRLCBWJFOSEC	InChI=1S/C26H30O14/c1-34-10-6-14-17(18(28)11-4-3-5-13(35-2)24(11)38-14)15(7-10)39-26-23(33)21(31)20(30)16(40-26)9-37-25-22(32)19(29)12(27)8-36-25/h3-7,12,16,19-23,25-27,29-33H,8-9H2,1-2H3	null	COC1=CC=CC2=C1OC3=C(C2=O)C(=CC(=C3)OC)OC4C(C(C(C(O4)COC5C(C(C(CO5)O)O)O)O)O)O	-1.29999995	14189395	COCONUT:(CNP0268565);Natural Products:(UNPD137302);PubChem:(14189395)	2129922	601.134410998864	74.0958264865463	1692_neg_ms2_spectra_FT10645
711	1	1	2	0.18919734966011956	-48.95837409732013	0.4	26.635688315760877	C4H5F3O3	[M - H]-	ASQMUMZEQLWJRC	InChI=1S/C4H5F3O3/c5-4(6,7)2(8)1-3(9)10/h2,8H,1H2,(H,9,10)	ACMC-20dkoh	C(C(C(F)(F)F)O)C(=O)O	0.200000003	228892;2779071;7000145;7000146;6992844;21928342	PubChem class - safety and toxic;PubChem:(228892 2779071 7000145 7000146 6992844 21928342);PubMed	67108930	157.010121714197	930.535692759047	112_neg_ms2_spectra_FT00667
712	4	1	2	0.18912336376070565	-75.77138116215643	0.2206030150753769	116.1590812545883	C13H14O10	[M - H]-	OGWPOAHLQWZFJN	InChI=1S/C13H14O10/c14-5-2-1-4(3-6(5)15)12(21)23-13-9(18)7(16)8(17)10(22-13)11(19)20/h1-3,7-10,13-18H,(H,19,20)	null	C1=CC(=C(C=C1C(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O)O)O	-0.800000012	131831544	HMDB:(124992);PubChem:(131831544);PubChem class - bio and metabolites	16777226	329.048894587192	235.470656668033	691_neg_ms2_spectra_FT03279
713	1	1	1	0.18909225364738463	-190.8106777972174	0.9999999999999999	39.10297664992639	C30H28O15	[M + Cl]-	OZSHSZGEIDFNJK	InChI=1S/C30H28O15/c31-14-3-1-10(5-15(14)32)12-8-21(36)44-27-13-7-18(35)26(42-20(13)9-17(34)22(12)27)11-2-4-19(16(33)6-11)43-30-25(39)23(37)24(38)28(45-30)29(40)41/h1-6,9,12,18,23-26,28,30-35,37-39H,7-8H2,(H,40,41)	null	C1C(C(OC2=C1C3=C(C(CC(=O)O3)C4=CC(=C(C=C4)O)O)C(=C2)O)C5=CC(=C(C=C5)OC6C(C(C(C(O6)C(=O)O)O)O)O)O)O	0.699999988	131831440	HMDB:(124851);PubChem:(131831440);PubChem class - bio and metabolites	16777226	663.116953218774	400.875390490925	1841_neg_ms2_spectra_FT12042
714	1	1	1	0.18896937433188202	-66.81250543931861	0.9999999999999999	80.06040614139924	C28H26O18	[M - H]-	DXMITXYQZDSXOV	InChI=1S/C28H26O18/c1-42-28-22(38)24(46-27(41)11-6-16(33)21(37)17(34)7-11)23(45-26(40)10-4-14(31)20(36)15(32)5-10)18(44-28)8-43-25(39)9-2-12(29)19(35)13(30)3-9/h2-7,18,22-24,28-38H,8H2,1H3	[(2R,3R,4R,5R,6R)-5-hydroxy-6-methoxy-3,4-bis[(3,4,5-trihydroxybenzoyl)oxy]oxan-2-yl]methyl 3,4,5-trihydroxybenzoate	COC1C(C(C(C(O1)COC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)O	0.899999976	5319798;13270027;101682248	COCONUT:(CNP0354746);HMDB:(39183);Natural Products:(UNPD163364);PubChem:(5319798 13270027 101682248);SuperNatural:(SN00167746);PubChem class - bio and metabolites	19955722	649.100913007108	333.712041318288	1792_neg_ms2_spectra_FT11649
715	1	1	1	0.18889789304569732	-49.94262131256607	0.9999999999999999	18.702260272915524	C4H2O4	[M - H]-	YTIVTFGABIZHHX	InChI=1S/C4H2O4/c5-3(6)1-2-4(7)8/h(H,5,6)(H,7,8)	bmse000416	C(#CC(=O)O)C(=O)O	0.100000001	371;4534582;4220380;12224816;12224819;16718161;57922370;71309306;87229016;102174757;102174929	ZINC bio:(ZINC00901687);MeSH:(371);Plantcyc:(CPD-1831);PubMed;NORMAN:(NS00024629);COCONUT:(CNP0197927);PubChem:(371 4534582 4220380 12224816 12224819 16718161 57922370 71309306 87229016 102174757 102174929);YMDB Mine;CHEBI:(30781 15357 30782);PubChem class - bio and metabolites;KEGG:(C03248);PubChem class - safety and toxic;Biocyc:(CPD-1831)	34446125414	112.986540071601	53.1826091561767	47_neg_ms2_spectra_FT00277
716	2	1	2	0.18884185681636595	-12.997990072583416	0.4241206030150754	48.13747815063955	C15H18O8	[M - H]-	LJFYQZQUAULRDF	InChI=1S/C15H18O8/c16-7-10-12(19)13(20)14(21)15(23-10)22-9-4-1-8(2-5-9)3-6-11(17)18/h1-6,10,12-16,19-21H,7H2,(H,17,18)	4-O-beta-D-glucosyl-4-coumarate	C1=CC(=CC=C1C=CC(=O)O)OC2C(C(C(C(O2)CO)O)O)O	-0.391159326	6398614;10604651;9840292;11068501;13783631;13783633;17756753;17756754;24992651;54036359;67157668;73208527;90946598;101202349;101237131;101354882;129650569;139031345	HMDB:(39509);SuperNatural:(SN00379218 SN00315039 SN00257611 SN00020480 SN00389647);ZINC bio:(ZINC13542698);additional;Plantcyc:(CPD-457);PubMed;COCONUT:(CNP0142351 CNP0209682);KNApSAcK:(31477);Natural Products:(UNPD187755 UNPD48421 UNPD189062 UNPD71082 UNPD228423);PubChem:(6398614 10604651 9840292 11068501 13783631 13783633 17756753 17756754 24992651 54036359 67157668 73208527 90946598 101202349 101237131 101354882 129650569 139031345);CHEBI:(47893 47892 17335 16099 79066 83032);PubChem class - bio and metabolites;KEGG:(C04415 C06739);Training Set;Biocyc:(4-O-BETA-D-GLUCOSYL-CIS-P-COUMARATE CPD-457)	20638074	325.090382273124	306.201794330429	676_neg_ms2_spectra_FT03193
717	1	1	1	0.1887698511339369	-233.92406897801953	0.9999999999999999	48.95122173339032	C14H11NO5S2	[M + Cl]-	GJODSFZNKNHKML	InChI=1S/C14H11NO5S2/c1-20-14(19)13-8(15-11(16)4-5-12(17)18)7-10(22-13)9-3-2-6-21-9/h2-7H,1H3,(H,15,16)(H,17,18)	4-{[2-(methoxycarbonyl)-5-(2-thienyl)-3-thienyl]amino}-4-oxo-2-butenoic acid	COC(=O)C1=C(C=C(S1)C2=CC=CS2)NC(=O)C=CC(=O)O	2.70000005	2809910;5714537;52940532	Training Set;PubChem:(2809910 5714537 52940532);PubMed;additional;PubChem class - bio and metabolites	17317954	371.975976390278	256.842247983534	866_neg_ms2_spectra_FT04337
718	3	1	2	0.18821092737128628	-258.89825765749646	0.06984924623115576	48.538134508420846	C23H31N3O2	[M + Cl]-	GQEGACFCNIVPLM	InChI=1S/C23H31N3O2/c1-25(2)17-21(18-26-13-15-28-16-14-26)24-23(27)22(19-9-5-3-6-10-19)20-11-7-4-8-12-20/h3-12,21-22H,13-18H2,1-2H3,(H,24,27)	N-[1-(dimethylamino)-3-morpholin-4-ylpropan-2-yl]-2,2-diphenylacetamide	CN(C)CC(CN1CCOCC1)NC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3	2.5999999	44207	PubChem:(44207);PubChem class - safety and toxic	67108866	416.211861617748	253.5722450336	1012_neg_ms2_spectra_FT05369
719	1	1	1	0.1881084896054049	-680.2157090620195	0.9999999999999999	26.207162734809728	C31H38N4O6S	[M + Br]-	OFIBQNGDYNGUEZ	InChI=1S/C31H38N4O6S/c36-27(15-6-5-14-26-28-25(18-42-26)33-30(39)35-28)32-16-8-7-13-24(29(37)38)34-31(40)41-17-23-21-11-3-1-9-19(21)20-10-2-4-12-22(20)23/h1-4,9-12,23-26,28H,5-8,13-18H2,(H,32,36)(H,34,40)(H,37,38)(H2,33,35,39)	Fmoc Biocytin	C1C2C(C(S1)CCCCC(=O)NCCCCC(C(=O)O)NC(=O)OCC3C4=CC=CC=C4C5=CC=CC=C35)NC(=O)N2	3.5999999	2756069;5102536;11039242;10326158;16218490;51340514;56845637;71463670;98463280;98463281;122130789;124585792;124585793;132055021;138113466;137704959;139208940;139208999	PubChem:(2756069 5102536 11039242 10326158 16218490 51340514 56845637 71463670 98463280 98463281 122130789 124585792 124585793 132055021 138113466 137704959 139208940 139208999);COCONUT:(CNP0124118)	2097154	673.164686001937	254.930602434095	1856_neg_ms2_spectra_FT12238
720	6	1	1	0.18770264374345094	-129.72457707635684	0.9999999999999999	110.63939982590212	C14H16O10	[M - H]-	YAPRVMZPLICDSY	InChI=1S/C14H16O10/c1-22-6-2-5(12(18)19)3-7(4-6)23-14-10(17)8(15)9(16)11(24-14)13(20)21/h2-4,8-11,14-17H,1H3,(H,18,19)(H,20,21)	null	COC1=CC(=CC(=C1)C(=O)O)OC2C(C(C(C(O2)C(=O)O)O)O)O	-0.5	131834408	HMDB:(128033);PubChem:(131834408);PubChem class - bio and metabolites	16777226	343.064339118834	293.188192456399	758_neg_ms2_spectra_FT03639
721	1	1	1	0.18754358203357122	-258.5399783885276	0.9999999999999999	29.14059851601479	C20H27FN2O4	[M - H]-	DYBHWMZEXVELDI	InChI=1S/C20H27FN2O4/c21-18-3-1-15(2-4-18)20(26)23-8-6-16(13-19(24)25)17(14-23)5-7-22-9-11-27-12-10-22/h1-4,16-17H,5-14H2,(H,24,25)	null	C1CN(CC(C1CC(=O)O)CCN2CCOCC2)C(=O)C3=CC=C(C=C3)F	-0.600000024	25312976;25312977	COCONUT:(CNP0054676 CNP0183973);PubChem:(25312976 25312977);SuperNatural:(SN00018027);ZINC bio:(ZINC12481217)	3153922	377.189589006654	276.243518365118	890_neg_ms2_spectra_FT04465
722	2	1	1	0.1873160425565947	-366.212120260256	0.9999999999999999	25.161718466555577	C15H12Br2N4O3	[M - H]-	QULBLDBAHNWAKA	InChI=1S/C15H12Br2N4O3/c1-19-12-11(13(23)20(2)15(19)24)21(14(17)18-12)7-10(22)8-3-5-9(16)6-4-8/h3-6H,7H2,1-2H3	Oprea1_608715	CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)Br)CC(=O)C3=CC=C(C=C3)Br	2.79999995	989210	PubChem:(989210);PubChem class - safety and toxic	67108866	452.919677360414	975.212390284462	1177_neg_ms2_spectra_FT06417
723	1	1	1	0.1871877309775613	-56.609784901909975	0.9999999999999999	21.053356537630805	C12H20O5	[M - H]-	HHXMOTDTSDYYEI	InChI=1S/C12H20O5/c13-10(8-9-12(16)17)6-4-2-1-3-5-7-11(14)15/h1-9H2,(H,14,15)(H,16,17)	4-Oxododecanedioic acid	C(CCCC(=O)CCC(=O)O)CCCC(=O)O	1.10000002	13213508	COCONUT:(CNP0028737 CNP0151133);Natural Products:(UNPD16991);PubChem:(13213508);SuperNatural:(SN00034246);ZINC bio:(ZINC35465466);additional;Training Set	3727362	243.121438748988	405.591785287113	340_neg_ms2_spectra_FT01647
724	1	1	1	0.18703541698092518	-405.7226187717957	0.9969849246231155	98.47145381817244	C21H26N2O6S	[M - H]-	CCWNBVUPGJNFLR	InChI=1S/C21H26N2O6S/c1-30-18-8-3-2-5-15(18)11-22(13-19(25)26)9-10-23(14-20(27)28)12-16-6-4-7-17(24)21(16)29/h2-8,24,29H,9-14H2,1H3,(H,25,26)(H,27,28)	null	CSC1=CC=CC=C1CN(CCN(CC2=C(C(=CC=C2)O)O)CC(=O)O)CC(=O)O	-2.29999995	131842057	PubChem:(131842057);PubChem class - bio and metabolites	16777218	433.14704785708	382.468628983449	1076_neg_ms2_spectra_FT05822
725	2	1	4	0.18687787071586015	-453.9915575652295	0.08693467336683418	16.23853760812118	C26H36N3O10P	[M + Cl]-	ZMWLFOZUYWIMLS	InChI=1S/C26H36N3O10P/c1-2-27-24(30)10-12-36-14-16-38-17-15-37-13-11-28-26(32)20-6-5-7-21(18-20)29-25(31)19-39-22-8-3-4-9-23(22)40(33,34)35/h3-9,18H,2,10-17,19H2,1H3,(H,27,30)(H,28,32)(H,29,31)(H2,33,34,35)	null	CCNC(=O)CCOCCOCCOCCNC(=O)C1=CC(=CC=C1)NC(=O)COC2=CC=CC=C2P(=O)(O)O	-0.699999988	134613170	PubChem:(134613170);PubChem class - bio and metabolites	16777218	616.185171851837	287.343070834308	1717_neg_ms2_spectra_FT10943
726	2	1	3	0.18686681780664882	-490.0516438461651	0.21256281407035177	31.519067720534583	C30H52N10O7	[M + Cl]-	FWMLZLXWSGWYGY	InChI=1S/C30H52N10O7/c31-22(7-6-15-39-30(33)34)28(46)37-14-5-4-11-35-16-10-26(44)36-12-2-1-3-13-38-29(47)23(19-25(32)43)40-27(45)17-20-8-9-21(41)18-24(20)42/h8-9,18,22-23,35,41-42H,1-7,10-17,19,31H2,(H2,32,43)(H,36,44)(H,37,46)(H,38,47)(H,40,45)(H4,33,34,39)	Nephila spider toxin 3	C1=CC(=C(C=C1O)O)CC(=O)NC(CC(=O)N)C(=O)NCCCCCNC(=O)CCNCCCCNC(=O)C(CCCN=C(N)N)N	-3.0999999	184814;13854804;101826504	COCONUT:(CNP0297634);Natural Products:(UNPD53343);PubChem:(184814 13854804 101826504);SuperNatural:(SN00277799);MeSH:(184814 13854804);PubMed	3178566	699.376364613779	662.598676453054	1906_neg_ms2_spectra_FT12887
727	1	1	1	0.18660430681844556	-127.56445661042109	0.9999999999999999	13.907187247859092	C6H9NO3	[M - H]-	FZXCPFJMYOQZCA	InChI=1S/C6H9NO3/c8-5-3-1-2-4(7-5)6(9)10/h4H,1-3H2,(H,7,8)(H,9,10)	Adipo-2,6-lactam	C1CC(NC(=O)C1)C(=O)O	-0.400000006	3014237;11126383;22566435;40424009	COCONUT:(CNP0082266);HMDB:(61705);PubChem:(3014237 11126383 22566435 40424009);CHEBI:(133178 87998);ZINC bio:(ZINC02512949 ZINC12647844);PubChem class - bio and metabolites;EcoCyc Mine;MeSH:(3014237 22566435);PubChem class - safety and toxic;PubMed;KEGG Mine	25855795310	142.049377085964	54.7558137696335	87_neg_ms2_spectra_FT00549
728	1	1	2	0.186491784643942	-263.6125554889358	0.5758793969849246	77.55577278434188	C17H22N6O2	[M - H]-	OKKFRHDBNSAKFM	InChI=1S/C17H22N6O2/c18-15(24)11-4-8-23(9-5-11)14-10-12(3-7-20-14)16-21-17(25-22-16)13-2-1-6-19-13/h3,7,10-11,13,19H,1-2,4-6,8-9H2,(H2,18,24)	null	C1CC(NC1)C2=NC(=NO2)C3=CC(=NC=C3)N4CCC(CC4)C(=O)N	0.5	45783338	PubChem:(45783338);SuperNatural:(SN00031220);ZINC bio:(ZINC35424749)	1056770	341.170507556706	746.457346278878	740_neg_ms2_spectra_FT03547
729	2	1	1	0.18643119725189383	-444.160031551607	0.9999999999999999	92.25375771030541	C37H48O21	[M - H]-	RGYKXVDDEDXCHM	InChI=1S/C37H48O21/c1-17(38)48-15-28-31(52-21(5)42)33(34(54-23(7)44)36(56-28)47-13-12-25-10-11-26(46-9)27(14-25)50-19(3)40)58-37-35(55-24(8)45)32(53-22(6)43)30(51-20(4)41)29(57-37)16-49-18(2)39/h10-11,14,28-37H,12-13,15-16H2,1-9H3	null	CC(=O)OCC1C(C(C(C(O1)OCCC2=CC(=C(C=C2)OC)OC(=O)C)OC(=O)C)OC3C(C(C(C(O3)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C	0.563206792	""	COCONUT:(CNP0270818);Natural Products:(UNPD24766);SuperNatural:(SN00241145)	3178496	827.263068979211	223.958259251802	2025_neg_ms2_spectra_FT14674
730	1	1	1	0.18566592756552847	-17.76161877684055	0.9999999999999999	17.81592180273536	C21H18O11	[M - H]-	JBFOLLJCGUCDQP	InChI=1S/C21H18O11/c22-9-3-1-8(2-4-9)13-7-12(24)15-11(23)5-10(6-14(15)31-13)30-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-7,16-19,21-23,25-27H,(H,28,29)	Apigenin 7-glucuronide	C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O	0.376613319	5319484;5387370;12912213;12912214;11972410;21550869;44257800;44257801;102594484;124511063;124302234;134693084	HMDB:(132462);SuperNatural:(SN00164116 SN00020481 SN00354297 SN00161016 SN00323191 SN00404376 SN00359663);ZINC bio:(ZINC13543704);additional;MeSH:(5319484 12912214);PubMed;COCONUT:(CNP0066076 CNP0397409 CNP0398455);KNApSAcK:(4144);Natural Products:(UNPD106730 UNPD213858 UNPD11774 UNPD21511 UNPD138588);PubChem:(5319484 5387370 12912213 12912214 11972410 21550869 44257800 44257801 102594484 124511063 124302234 134693084);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;KEGG Mine	8677548126	445.074150629932	362.09115996502	1131_neg_ms2_spectra_FT06182
731	2	1	2	0.18566552782795379	-67.51611623315728	0.4	40.20927933051137	C4H5F3O3	[M - H]-	ASQMUMZEQLWJRC	InChI=1S/C4H5F3O3/c5-4(6,7)2(8)1-3(9)10/h2,8H,1H2,(H,9,10)	ACMC-20dkoh	C(C(C(F)(F)F)O)C(=O)O	0.200000003	228892;2779071;7000145;7000146;6992844;21928342	PubChem class - safety and toxic;PubChem:(228892 2779071 7000145 7000146 6992844 21928342);PubMed	67108930	157.010075688396	838.033767718895	113_neg_ms2_spectra_FT00668
732	1	1	1	0.1854366912598719	-680.6884819669826	0.9999999999999999	38.90133013427109	C25H18O13	[M - H]-	DGMDECJODXVYFT	InChI=1S/C25H18O13/c1-6-3-7-4-8-15(27)23(33)25(37-20(8)18(30)11(7)24(34)36-6)22(32)14-17(29)12-9(26)5-10(35-2)16(28)13(12)19(31)21(14)38-25/h3-5,15,22-23,27,29-33H,1-2H3	null	CC1=CC2=CC3=C(C(=C2C(=O)O1)O)OC4(C(C3O)O)C(C5=C(C6=C(C(=C5O4)O)C(=O)C(=CC6=O)OC)O)O	1.39999998	10098370	COCONUT:(CNP0292510);KNApSAcK:(18205);Natural Products:(UNPD16195 UNPD33407);PubChem:(10098370);SuperNatural:(SN00375982);KEGG Mine	8593113106	525.064206274701	400.808126114306	1506_neg_ms2_spectra_FT08749
733	1	1	1	0.18543137704699922	-51.350829975622084	0.9999999999999999	19.14865135120824	C6H8O6	[M - H]-	UYUXSRADSPPKRZ	InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h1-5,8-10H	Dicurone	C(=O)C(C1C(C(C(=O)O1)O)O)O	-1.79999995	92283;219402;441015;18391322;18654236;22833660;25126463;40565690;45109794;44120013;51399527;51489379;51489380;66509189;71774586;71306794;92144410;92218233;91634076;98043281;124540939;130753333;130986928;130997138;129627904;131707020	SuperNatural:(SN00013732);ZINC bio:(ZINC05828187 ZINC11616542 ZINC11616543);additional;MeSH:(92283 219402 22833660 40565690 71306794 91634076 129627904);PubMed;NORMAN:(NS00013683);COCONUT:(CNP0190143);Natural Products:(UNPD11624);PubChem:(92283 219402 441015 18391322 18654236 22833660 25126463 40565690 45109794 44120013 51399527 51489379 51489380 66509189 71774586 71306794 92144410 92218233 91634076 98043281 124540939 130753333 130986928 130997138 129627904 131707020);YMDB Mine;CHEBI:(18268);EcoCyc Mine;KEGG:(C06430 C02670);PubChem class - safety and toxic;Training Set;Biocyc:(D-GLUCOSYLARYLAMINE D-GLUCURONOLACTONE)	51610708326	175.022973051963	291.22980812759	178_neg_ms2_spectra_FT00860
734	1	1	4	0.18536730818090844	-112.83028679465198	0.6281407035175879	23.32827305805776	C35H58O9	[M - H]-	NQXBQEKMWOVNPF	InChI=1S/C35H58O9/c1-29(2)23(44-28-25(40)24(39)21(38)16-42-28)8-9-35-17-34(35)11-10-31(5)27(33(7)13-18(15-43-33)30(3,4)41)20(37)14-32(31,6)22(34)12-19(36)26(29)35/h18-28,36-41H,8-17H2,1-7H3	null	CC1(C(CCC23C1C(CC4C2(C3)CCC5(C4(CC(C5C6(CC(CO6)C(C)(C)O)C)O)C)C)O)OC7C(C(C(CO7)O)O)O)C	2.93546581	""	COCONUT:(CNP0165913);Natural Products:(UNPD167421);SuperNatural:(SN00324139)	3178496	621.39671561928	837.260150541889	1731_neg_ms2_spectra_FT11045
735	1	1	1	0.18527861711110888	-132.04181699587073	0.9999999999999999	55.100908573984725	C31H26O15	[M + Cl]-	XXRCMNSCVDUMPU	InChI=1S/C31H26O15/c1-42-19-10-13(2-8-16(19)33)3-9-22(35)45-28-21(44-31-27(39)25(37)26(38)29(46-31)30(40)41)12-20-23(24(28)36)17(34)11-18(43-20)14-4-6-15(32)7-5-14/h2-12,25-27,29,31-33,36-39H,1H3,(H,40,41)	Scutellarein 7-glucuronide-6-ferulate	COC1=C(C=CC(=C1)C=CC(=O)OC2=C(C=C3C(=C2O)C(=O)C=C(O3)C4=CC=C(C=C4)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)O	2.5999999	44258418;102158530	COCONUT:(CNP0277801);KNApSAcK:(4229);Natural Products:(UNPD148520 UNPD56771);PubChem:(44258418 102158530);SuperNatural:(SN00247515)	3178514	673.098448493712	367.814311442396	1854_neg_ms2_spectra_FT12232
